Correct,Total,Cluster Rating
0,3,0.24
0,3,0.16
0,3,0.2
0,3,0.19
0,3,0.17
0,3,0.18
0,3,0.24
0,3,0.16
0,3,0.2
0,3,0.19
0,3,0.17
0,3,0.18
1,3,0.47303796818837396
1,3,0.4147699882986368
1,3,0.5002300485964644
1,3,0.49034161078721866
1,3,0.42620779530572145
1,3,0.46765745000619807
1,3,0.47303796818837396
1,3,0.4147699882986368
1,3,0.5002300485964644
1,3,0.49034161078721866
1,3,0.42620779530572145
1,3,0.46765745000619807
1,3,0.47303796818837396
1,3,0.4147699882986368
1,3,0.5002300485964644
1,3,0.49034161078721866
1,3,0.42620779530572145
1,3,0.46765745000619807
1,3,0.47303796818837396
1,3,0.4147699882986368
1,3,0.5002300485964644
1,3,0.49034161078721866
1,3,0.42620779530572145
1,3,0.46765745000619807
1,3,0.47303796818837396
1,3,0.4147699882986368
1,3,0.5002300485964644
1,3,0.49034161078721866
1,3,0.42620779530572145
1,3,0.46765745000619807
1,3,0.47303796818837396
1,3,0.4147699882986368
1,3,0.5002300485964644
1,3,0.49034161078721866
1,3,0.42620779530572145
1,3,0.46765745000619807
2,3,0.6613592817885431
2,3,0.6581904090311601
2,3,0.6904484841303818
2,3,0.6893633792634496
2,3,0.6413871916073663
2,3,0.6810782909958595
2,3,0.6613592817885431
2,3,0.6581904090311601
2,3,0.6904484841303818
2,3,0.6893633792634496
2,3,0.6413871916073663
2,3,0.6810782909958595
2,3,0.6613592817885431
2,3,0.6581904090311601
2,3,0.6904484841303818
2,3,0.6893633792634496
2,3,0.6413871916073663
2,3,0.6810782909958595
2,3,0.6613592817885431
2,3,0.6581904090311601
2,3,0.6904484841303818
2,3,0.6893633792634496
2,3,0.6413871916073663
2,3,0.6810782909958595
2,3,0.6613592817885431
2,3,0.6581904090311601
2,3,0.6904484841303818
2,3,0.6893633792634496
2,3,0.6413871916073663
2,3,0.6810782909958595
2,3,0.6613592817885431
2,3,0.6581904090311601
2,3,0.6904484841303818
2,3,0.6893633792634496
2,3,0.6413871916073663
2,3,0.6810782909958595
3,3,0.7511424190299429
3,3,0.8182213694912801
3,3,0.7931387805025151
3,3,0.8011794860704362
3,3,0.7746001723984605
3,3,0.8071412822375232
3,3,0.7511424190299429
3,3,0.8182213694912801
3,3,0.7931387805025151
3,3,0.8011794860704362
3,3,0.7746001723984605
3,3,0.8071412822375232
3,3,0.7511424190299429
3,3,0.8182213694912801
3,3,0.7931387805025151
3,3,0.8011794860704362
3,3,0.7746001723984605
3,3,0.8071412822375232
3,3,0.7511424190299429
3,3,0.8182213694912801
3,3,0.7931387805025151
3,3,0.8011794860704362
3,3,0.7746001723984605
3,3,0.8071412822375232
3,3,0.7511424190299429
3,3,0.8182213694912801
3,3,0.7931387805025151
3,3,0.8011794860704362
3,3,0.7746001723984605
3,3,0.8071412822375232
3,3,0.7511424190299429
3,3,0.8182213694912801
3,3,0.7931387805025151
3,3,0.8011794860704362
3,3,0.7746001723984605
3,3,0.8071412822375232
0,4,0.24
0,4,0.16
0,4,0.2
0,4,0.19
0,4,0.17
0,4,0.18
0,4,0.24
0,4,0.16
0,4,0.2
0,4,0.19
0,4,0.17
0,4,0.18
0,4,0.24
0,4,0.16
0,4,0.2
0,4,0.19
0,4,0.17
0,4,0.18
0,4,0.24
0,4,0.16
0,4,0.2
0,4,0.19
0,4,0.17
0,4,0.18
0,4,0.24
0,4,0.16
0,4,0.2
0,4,0.19
0,4,0.17
0,4,0.18
0,4,0.24
0,4,0.16
0,4,0.2
0,4,0.19
0,4,0.17
0,4,0.18
1,4,0.3033911382638079
1,4,0.32863061079708744
1,4,0.4032059545255477
1,4,0.39790111447084686
1,4,0.3426872021904165
1,4,0.3775578843567081
1,4,0.3033911382638079
1,4,0.32863061079708744
1,4,0.4032059545255477
1,4,0.39790111447084686
1,4,0.3426872021904165
1,4,0.3775578843567081
1,4,0.3033911382638079
1,4,0.32863061079708744
1,4,0.4032059545255477
1,4,0.39790111447084686
1,4,0.3426872021904165
1,4,0.3775578843567081
1,4,0.3033911382638079
1,4,0.32863061079708744
1,4,0.4032059545255477
1,4,0.39790111447084686
1,4,0.3426872021904165
1,4,0.3775578843567081
1,4,0.3033911382638079
1,4,0.32863061079708744
1,4,0.4032059545255477
1,4,0.39790111447084686
1,4,0.3426872021904165
1,4,0.3775578843567081
1,4,0.3033911382638079
1,4,0.32863061079708744
1,4,0.4032059545255477
1,4,0.39790111447084686
1,4,0.3426872021904165
1,4,0.3775578843567081
2,4,0.6013776649133425
2,4,0.5667283536559518
2,4,0.6254232088706392
2,4,0.619929031912389
2,4,0.5627250770640873
2,4,0.6047830971491274
2,4,0.6013776649133425
2,4,0.5667283536559518
2,4,0.6254232088706392
2,4,0.619929031912389
2,4,0.5627250770640873
2,4,0.6047830971491274
2,4,0.6013776649133425
2,4,0.5667283536559518
2,4,0.6254232088706392
2,4,0.619929031912389
2,4,0.5627250770640873
2,4,0.6047830971491274
2,4,0.6013776649133425
2,4,0.5667283536559518
2,4,0.6254232088706392
2,4,0.619929031912389
2,4,0.5627250770640873
2,4,0.6047830971491274
2,4,0.6013776649133425
2,4,0.5667283536559518
2,4,0.6254232088706392
2,4,0.619929031912389
2,4,0.5627250770640873
2,4,0.6047830971491274
2,4,0.6013776649133425
2,4,0.5667283536559518
2,4,0.6254232088706392
2,4,0.619929031912389
2,4,0.5627250770640873
2,4,0.6047830971491274
3,4,0.6927756720735703
3,4,0.7104244666506357
3,4,0.7255513340809894
3,4,0.7272522695633872
3,4,0.6855137781562047
3,4,0.7233098123145012
3,4,0.6927756720735703
3,4,0.7104244666506357
3,4,0.7255513340809894
3,4,0.7272522695633872
3,4,0.6855137781562047
3,4,0.7233098123145012
3,4,0.6927756720735703
3,4,0.7104244666506357
3,4,0.7255513340809894
3,4,0.7272522695633872
3,4,0.6855137781562047
3,4,0.7233098123145012
3,4,0.6927756720735703
3,4,0.7104244666506357
3,4,0.7255513340809894
3,4,0.7272522695633872
3,4,0.6855137781562047
3,4,0.7233098123145012
3,4,0.6927756720735703
3,4,0.7104244666506357
3,4,0.7255513340809894
3,4,0.7272522695633872
3,4,0.6855137781562047
3,4,0.7233098123145012
3,4,0.6927756720735703
3,4,0.7104244666506357
3,4,0.7255513340809894
3,4,0.7272522695633872
3,4,0.6855137781562047
3,4,0.7233098123145012
4,4,0.7533100227388375
4,4,0.8211511253818063
4,4,0.7953097979991146
4,4,0.8034618733858048
4,4,0.7771300860464061
4,4,0.8096278627745016
4,4,0.7533100227388375
4,4,0.8211511253818063
4,4,0.7953097979991146
4,4,0.8034618733858048
4,4,0.7771300860464061
4,4,0.8096278627745016
4,4,0.7533100227388375
4,4,0.8211511253818063
4,4,0.7953097979991146
4,4,0.8034618733858048
4,4,0.7771300860464061
4,4,0.8096278627745016
4,4,0.7533100227388375
4,4,0.8211511253818063
4,4,0.7953097979991146
4,4,0.8034618733858048
4,4,0.7771300860464061
4,4,0.8096278627745016
4,4,0.7533100227388375
4,4,0.8211511253818063
4,4,0.7953097979991146
4,4,0.8034618733858048
4,4,0.7771300860464061
4,4,0.8096278627745016
4,4,0.7533100227388375
4,4,0.8211511253818063
4,4,0.7953097979991146
4,4,0.8034618733858048
4,4,0.7771300860464061
4,4,0.8096278627745016
0,5,0.24
0,5,0.16
0,5,0.2
0,5,0.19
0,5,0.17
0,5,0.18
0,5,0.24
0,5,0.16
0,5,0.2
0,5,0.19
0,5,0.17
0,5,0.18
0,5,0.24
0,5,0.16
0,5,0.2
0,5,0.19
0,5,0.17
0,5,0.18
0,5,0.24
0,5,0.16
0,5,0.2
0,5,0.19
0,5,0.17
0,5,0.18
0,5,0.24
0,5,0.16
0,5,0.2
0,5,0.19
0,5,0.17
0,5,0.18
0,5,0.24
0,5,0.16
0,5,0.2
0,5,0.19
0,5,0.17
0,5,0.18
1,5,0.24
1,5,0.25175085359052446
1,5,0.0
1,5,0.261020320112668
1,5,0.25849920248300723
1,5,0.27205485787623235
1,5,0.24
1,5,0.25175085359052446
1,5,0.0
1,5,0.261020320112668
1,5,0.25849920248300723
1,5,0.27205485787623235
1,5,0.24
1,5,0.25175085359052446
1,5,0.0
1,5,0.261020320112668
1,5,0.25849920248300723
1,5,0.27205485787623235
1,5,0.24
1,5,0.25175085359052446
1,5,0.0
1,5,0.261020320112668
1,5,0.25849920248300723
1,5,0.27205485787623235
1,5,0.24
1,5,0.25175085359052446
1,5,0.0
1,5,0.261020320112668
1,5,0.25849920248300723
1,5,0.27205485787623235
1,5,0.24
1,5,0.25175085359052446
1,5,0.0
1,5,0.261020320112668
1,5,0.25849920248300723
1,5,0.27205485787623235
2,5,0.5536366446215325
2,5,0.5058955552767611
2,5,0.5775558904530357
2,5,0.5699326890138087
2,5,0.5088513087374028
2,5,0.5512474975551525
2,5,0.5536366446215325
2,5,0.5058955552767611
2,5,0.5775558904530357
2,5,0.5699326890138087
2,5,0.5088513087374028
2,5,0.5512474975551525
2,5,0.5536366446215325
2,5,0.5058955552767611
2,5,0.5775558904530357
2,5,0.5699326890138087
2,5,0.5088513087374028
2,5,0.5512474975551525
2,5,0.5536366446215325
2,5,0.5058955552767611
2,5,0.5775558904530357
2,5,0.5699326890138087
2,5,0.5088513087374028
2,5,0.5512474975551525
2,5,0.5536366446215325
2,5,0.5058955552767611
2,5,0.5775558904530357
2,5,0.5699326890138087
2,5,0.5088513087374028
2,5,0.5512474975551525
2,5,0.5536366446215325
2,5,0.5058955552767611
2,5,0.5775558904530357
2,5,0.5699326890138087
2,5,0.5088513087374028
2,5,0.5512474975551525
3,5,0.6508564907346823
3,5,0.6406095410396735
3,5,0.6786701516230745
3,5,0.6766333151785938
3,5,0.6265340116794719
3,5,0.6668836462122442
3,5,0.6508564907346823
3,5,0.6406095410396735
3,5,0.6786701516230745
3,5,0.6766333151785938
3,5,0.6265340116794719
3,5,0.6668836462122442
3,5,0.6508564907346823
3,5,0.6406095410396735
3,5,0.6786701516230745
3,5,0.6766333151785938
3,5,0.6265340116794719
3,5,0.6668836462122442
3,5,0.6508564907346823
3,5,0.6406095410396735
3,5,0.6786701516230745
3,5,0.6766333151785938
3,5,0.6265340116794719
3,5,0.6668836462122442
3,5,0.6508564907346823
3,5,0.6406095410396735
3,5,0.6786701516230745
3,5,0.6766333151785938
3,5,0.6265340116794719
3,5,0.6668836462122442
3,5,0.6508564907346823
3,5,0.6406095410396735
3,5,0.6786701516230745
3,5,0.6766333151785938
3,5,0.6265340116794719
3,5,0.6668836462122442
4,5,0.7108310707182688
4,5,0.7412687384594764
4,5,0.745837112051495
4,5,0.7492235512627544
4,5,0.7113725830302565
4,5,0.7479326703709526
4,5,0.7108310707182688
4,5,0.7412687384594764
4,5,0.745837112051495
4,5,0.7492235512627544
4,5,0.7113725830302565
4,5,0.7479326703709526
4,5,0.7108310707182688
4,5,0.7412687384594764
4,5,0.745837112051495
4,5,0.7492235512627544
4,5,0.7113725830302565
4,5,0.7479326703709526
4,5,0.7108310707182688
4,5,0.7412687384594764
4,5,0.745837112051495
4,5,0.7492235512627544
4,5,0.7113725830302565
4,5,0.7479326703709526
4,5,0.7108310707182688
4,5,0.7412687384594764
4,5,0.745837112051495
4,5,0.7492235512627544
4,5,0.7113725830302565
4,5,0.7479326703709526
4,5,0.7108310707182688
4,5,0.7412687384594764
4,5,0.745837112051495
4,5,0.7492235512627544
4,5,0.7113725830302565
4,5,0.7479326703709526
5,5,0.7554838815941859
5,5,0.8240913716724836
5,5,0.7974867581088941
5,5,0.80575076272968
5,5,0.7796682626192697
5,5,0.8121221037829526
5,5,0.7554838815941859
5,5,0.8240913716724836
5,5,0.7974867581088941
5,5,0.80575076272968
5,5,0.7796682626192697
5,5,0.8121221037829526
5,5,0.7554838815941859
5,5,0.8240913716724836
5,5,0.7974867581088941
5,5,0.80575076272968
5,5,0.7796682626192697
5,5,0.8121221037829526
5,5,0.7554838815941859
5,5,0.8240913716724836
5,5,0.7974867581088941
5,5,0.80575076272968
5,5,0.7796682626192697
5,5,0.8121221037829526
5,5,0.7554838815941859
5,5,0.8240913716724836
5,5,0.7974867581088941
5,5,0.80575076272968
5,5,0.7796682626192697
5,5,0.8121221037829526
5,5,0.7554838815941859
5,5,0.8240913716724836
5,5,0.7974867581088941
5,5,0.80575076272968
5,5,0.7796682626192697
5,5,0.8121221037829526
